Uniprot_Id,Gene_Symbol,Description,Group_ID,Set5 Peptides,Collapsed,Parsimony,MCF10A (repeat 3),MDA-MB-175VII,BT-474,BT-483,EFM-19,EVSA-T,HCC1187,MDA-MB-415,PDX1206,Old Bridge5,New Bridge5,Uniprot_Id_prefix
Q13033-2,STRN3,STRN3_HUMAN Isoform Alpha of Striatin-3,28,1,C,UR,56.50748652893218,77.78986800068014,101.40979943136082,110.39778456564717,136.1611856378435,41.63090372562839,40.204565136436926,85.29457171281526,53.364174466387425,54.9003,60.357568981284786,Q13033
Q9BQE4,VIMP,SELS_HUMAN Selenoprotein S,29,17,C,UR,281.4026233432841,324.7541325613115,142.10236736613984,157.92146411134595,130.16705849892148,132.56792867073761,114.48317390423615,210.46650978712705,148.69799802562667,216.65588235294118,227.13301981965344,Q9BQE4
Q8WWH5,TRUB1,TRUB1_HUMAN Probable tRNA pseudouridine synthase 1,30,13,C,UR,132.38635906892358,135.769569197782,93.70905823393718,126.99636286431013,105.50596866963168,182.38798227581756,124.13061841747263,182.6390692837698,165.44119153415258,146.4523076923077,154.1323316676861,Q8WWH5
O95602,POLR1A,RPA1_HUMAN DNA-directed RNA polymerase I subunit RPA1,31,83,C,UR,240.30227986966554,76.16407654435298,130.12417060148235,64.96571152162606,131.741003884975,103.19111674001886,94.01076774394393,52.56041799271916,103.71276143731893,133.4566265060241,127.18552453266454,O95602
O14802,POLR3A,RPC1_HUMAN DNA-directed RNA polymerase III subunit RPC1,31,75,C,UR,139.69243914563785,85.43023974532382,125.49523562686501,119.08237088165818,181.48735707113624,106.48606152551727,126.57965926654211,110.3454920949905,184.62781683755148,85.8844,92.4169628421441,O14802
O95625,ZBTB11,ZBT11_HUMAN Zinc finger and BTB domain-containing protein 11,32,14,C,UR,127.77366903412761,84.48942044464472,132.0732752558188,82.93589764667661,176.45543827070165,131.44445102757305,60.63646192078962,70.06537554344709,113.63733789614157,151.595,136.53590431337582,O95625
Q96D53,ADCK4,ADCK4_HUMAN Uncharacterized aarF domain-containing protein kinase 4,33,22,C,UR,148.3014284057304,57.05000727061433,82.4977828467256,142.97523702579068,114.27337676128245,130.5713817457871,62.918904639675404,166.11622562307963,82.82670338540731,89.55363636363637,70.93634536476105,Q96D53
Q96GQ5,C16orf58,CP058_HUMAN UPF0420 protein C16orf58,34,22,C,UR,48.708328509646215,68.89138989672271,79.56726337652825,106.36433451670314,42.604306992107915,104.24243642351269,56.67326519432143,99.58892872819335,136.38073910649157,50.60181818181818,47.174075547103634,Q96GQ5
Q8N8D1,PDCD7,PDCD7_HUMAN Programmed cell death protein 7,35,7,C,UR,76.34998657621561,46.42598203756838,78.00315783030538,52.97810242160104,96.12774708196923,79.74018077692153,70.65311109481227,56.90254688831547,69.37364659819275,64.451,70.09013551911842,Q8N8D1
Q9BQ89,FAM110A,F110A_HUMAN Protein FAM110A,36,7,C,UR,36.63171667460936,148.20619364420708,116.29749929144947,397.42301800130554,117.66716244137474,61.573480163566806,48.09238729211342,86.08306729918584,61.01098789441498,55.26428571428572,61.39324911321735,Q9BQ89
P59768,GNG2,GBG2_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,37,1,C,UR,11.978484030269072,2.279622152662201,6.353109576318596,7.242181354443564,7.140084735459539,15.92943626562055,8.16454778141876,408.32293553729664,25.320377855615718,12.0137,12.116535915017518,P59768
O95159,ZFPL1,ZFPL1_HUMAN Zinc finger protein-like 1,38,23,C,UR,39.370176525090564,33.89284565045174,150.6533113326519,57.77615831074784,59.69822870540279,62.081225153773566,55.68094776186397,120.1792848689694,74.23642575542657,97.91826086956522,58.23106981903881,O95159
Q6P2E9,EDC4,EDC4_HUMAN Enhancer of mRNA-decapping protein 4,39,69,C,UR,55.93836705159384,102.16758536513048,149.11432598404687,128.00985193963118,89.78840450973479,116.83852665647191,98.94282672136923,67.53944565648565,106.21708490194335,77.57724637681159,77.76343063473871,Q6P2E9
Q9UNF1,MAGED2,MAGD2_HUMAN Melanoma-associated antigen D2,40,47,C,UR,22.231088072654035,153.41662200781408,143.16712649453444,94.92596877640545,185.58306727086776,101.95172313361671,67.9080170766849,280.54943504428485,71.13202367894192,87.16851063829787,83.90105326017475,Q9UNF1
Q9Y5V3-2,MAGED1,MAGD1_HUMAN Isoform 2 of Melanoma-associated antigen D1,40,27,C,UR,27.110197814399992,79.70484795824044,193.9197570531977,54.13701378764261,82.04987596943913,52.49275807921319,127.35696187936485,193.30464023718707,54.71362152297276,50.46814814814815,53.55696566764956,Q9Y5V3
Q96JG8-4,MAGED4,MAGD4_HUMAN Isoform 4 of Melanoma-associated antigen D4,40,5,C,UR,19.20284070735662,42.6441451755542,69.181043322687,28.44986469602519,25.638937124204208,18.900954083729694,147.69241417579664,18.113260786256248,33.79489090603538,26.967599999999997,24.99819215322676,Q96JG8
Q9NZQ3,NCKIPSD,SPN90_HUMAN NCK-interacting protein with SH3 domain,41,16,C,UR,65.12872175325381,79.48714084360881,69.03952128120496,98.05659383876667,133.72937345117973,109.74514424207202,75.73544075290131,36.64361747417172,63.040822347204575,84.595,91.43458309556105,Q9NZQ3
Q9NQP4,PFDN4,PFD4_HUMAN Prefoldin subunit 4,42,8,C,UR,55.31869490671044,121.49296973682291,236.2598035266632,117.26279893736124,174.54880618068825,189.88843555165153,72.65577331818741,95.32195119202375,89.16955179882041,167.5425,132.62249509514123,Q9NQP4
O95551-2,TDP2,TYDP2_HUMAN Isoform 2 of Tyrosyl-DNA phosphodiesterase 2,43,13,C,UR,50.53780863362122,38.067731954632706,97.1070400119947,105.58832661259474,140.51953640647847,325.55721043974705,235.15678156110295,230.78952423710427,73.63036955346264,141.08076923076922,139.42831375006938,O95551
O15357,INPPL1,"SHIP2_HUMAN Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",44,39,C,UR,33.57912959424331,146.55041744611216,231.9079234923724,190.16441659599568,96.1543411143625,152.5649959795448,205.53142290771157,36.96088041042279,62.315299581110224,142.44871794871796,148.59477900230797,O15357
Q6UW63,KDELC1,KDEL1_HUMAN KDEL motif-containing protein 1,44,15,C,UR,153.07691453577343,36.58377642657793,29.765005225320678,29.807960044062177,48.602009771420335,6.456157717789431,142.53664611337578,56.10718689876121,128.57881869602244,76.14266666666667,80.07407063613947,Q6UW63
Q9H9Y2,RPF1,RPF1_HUMAN Ribosome production factor 1,45,17,C,UR,273.18002760268206,36.33188834463979,113.54857973515571,51.13799172164852,71.85848681341116,122.72076039911128,60.97255913378187,51.72476399805957,82.05505845511179,130.94823529411764,135.66394383185718,Q9H9Y2
Q96P70,IPO9,IPO9_HUMAN Importin-9,46,47,C,UR,55.40908280599377,117.89135074585575,78.86637162259467,139.4750061466612,187.0709965733728,137.65560270299102,180.8328722170477,154.3267130135923,101.05114961790412,101.52829787234042,83.89582216897531,Q96P70
P30260-2,CDC27,CDC27_HUMAN Isoform 2 of Cell division cycle protein 27 homolog,47,30,C,UR,150.34969268926767,113.45039737543134,110.41253958730749,75.87536858131035,80.80196010693136,101.95245250535451,81.65488861172496,98.97999620250289,98.06372059468629,119.97833333333332,127.38860003084,P30260
G5EA36,CDC27,"G5EA36_HUMAN Cell division cycle 27, isoform CRA_c",47,1,C,UR,73.53892074092857,59.056963883180856,75.71088771182743,51.026196863517576,51.07683429256988,70.10349801349153,52.93583250384105,54.970006474694735,58.99987801987038,69.1825,71.86141857066163,G5EA36
O15042-2,U2SURP,SR140_HUMAN Isoform 2 of U2 snRNP-associated SURP motif-containing protein,48,71,C,UR,131.05177178230116,85.78483650354791,127.0914797936467,88.51987745148357,164.85445042436893,87.5244708984585,113.88634768175473,75.63268995412493,114.244613201881,100.68225352112675,104.54714463569447,O15042
Q9NP50,FAM60A,FA60A_HUMAN Protein FAM60A,49,5,C,UR,204.03531452166027,28.011709785185793,157.46276615168293,71.14377226938012,49.57010020658563,89.456654785243,115.81004534484859,18.2361326445285,54.45279242175106,82.04960000000001,89.7867715820342,Q9NP50
Q01780,EXOSC10,EXOSX_HUMAN Exosome component 10,50,73,C,UR,257.15189581700076,66.61843735014368,114.71409341716814,93.43445721498402,112.95414063639087,130.84740691502014,114.99647883986309,78.29099521047902,135.40342247380894,155.6767123287671,145.15919784468116,Q01780
Q02880,TOP2B,TOP2B_HUMAN DNA topoisomerase 2-beta,51,147,C,UR,115.76930918030668,109.23032137455992,279.9542023859433,112.64141887404068,183.90364461036052,97.67387334968845,168.05126699389083,47.13435872021042,254.06761569540805,97.94761904761904,99.41626905455863,Q02880
Q02880-2,TOP2B,TOP2B_HUMAN Isoform Beta-1 of DNA topoisomerase 2-beta,51,2,C,UR,99.69641147178888,191.96239611985797,402.96481631994754,190.89251614410077,239.69625547430792,164.61865241967683,220.2858931532889,38.42005503187321,247.15168208660737,137.5735,94.36598721298232,Q02880
